# Destination	menuOption menuTarget objectID	Skills	Item IDs	Quests	Duration	Display info	Consumable	Wilderness level	Varbits	Varplayers
# Clue compass
3253 3404 0			30363		4	Clue compass: Varrock (Rune shop)	F	20	10032>0
2851 3496 0			30363		4	Clue compass: White Wolf Mountain	F	20	10032>0
3113 3195 0			30363		4	Clue compass: Wizards' Tower	F	20	10032>0
# Map of Alacrity
3035 9806 0			33233		4	Map of Alacrity: Asgarnia - Dwarf Mine Crevice	F	60	10032>0
2936 3355 0			33233		4	Map of Alacrity: Asgarnia - Falador Crumbling Wall	F	60	10032>0
3031 3391 0			33233		4	Map of Alacrity: Asgarnia - Falador Wall Grapple	F	60	10032>0
2947 3313 0			33233		4	Map of Alacrity: Asgarnia - Falador Wall Tunnel	F	60	10032>0
2900 3712 0			33233		4	Map of Alacrity: Asgarnia - God Wars Dungeon Crack	F	60	10032>0
2927 3761 0			33233		4	Map of Alacrity: Asgarnia - God Wars Dungeon Rocky Handholds	F	60	10032>0
2912 5300 0			33233		4	Map of Alacrity: Asgarnia - God Wars Dungeon Saradomin Rope	F	60	10032>0
2898 9901 0			33233		4	Map of Alacrity: Asgarnia - Heroes' Guild Crevice	F	60	10032>0
2989 9547 0			33233		4	Map of Alacrity: Asgarnia - Ice Dungeon Giants Tunnel	F	60	10032>0
3025 9570 0			33233		4	Map of Alacrity: Asgarnia - Ice Dungeon Wyvern/Hobgoblin Tunnel	F	60	10032>0
3012 9549 0			33233		4	Map of Alacrity: Asgarnia - Ice Dungeon Wyvern Entry	F	60	10032>0
2998 3484 0			33233		4	Map of Alacrity: Asgarnia - Ice Mountain Rocks	F	60	10032>0
3124 9703 0			33233		4	Map of Alacrity: Asgarnia - Motherlode Mine North Tunnel	F	60	10032>0
3118 9702 0			33233		4	Map of Alacrity: Asgarnia - Motherlode Mine South Tunnel	F	60	10032>0
2946 3439 0			33233		4	Map of Alacrity: Asgarnia - Taverley Wall Climb	F	60	10032>0
2936 9810 0			33233		4	Map of Alacrity: Asgarnia - Taverley Dungeon Loose Railing	F	60	10032>0
2886 9799 0			33233		4	Map of Alacrity: Asgarnia - Taverley Dungeon Blue Dragon Pipe	F	60	10032>0
2880 9813 0			33233		4	Map of Alacrity: Asgarnia - Taverley Dungeon Floor Trap	F	60	10032>0
2841 3694 0			33233		4	Map of Alacrity: Asgarnia - Troll Stronghold Rooftop Rocks	F	60	10032>0
2869 3670 0			33233		4	Map of Alacrity: Asgarnia - Trollheim Easy Climb	F	60	10032>0
2876 3666 0			33233		4	Map of Alacrity: Asgarnia - Trollheim Medium Climb	F	60	10032>0
2907 3686 0			33233		4	Map of Alacrity: Asgarnia - Trollheim Advanced Climb	F	60	10032>0
2902 3680 0			33233		4	Map of Alacrity: Asgarnia - Trollheim Hard Climb	F	60	10032>0
2945 3678 0			33233		4	Map of Alacrity: Asgarnia - Trollheim Wilderness Climb	F	60	10032>0
3293 3158 0			33233		4	Map of Alacrity: Desert - Al Kharid Palace Window	F	60	10032>0
3305 3315 0			33233		4	Map of Alacrity: Desert - Al Kharid Mine Rocks	F	60	10032>0
3245 3179 0			33233		4	Map of Alacrity: Desert - Al Kharid River Grapple	F	60	10032>0
3214 9508 0			33233		4	Map of Alacrity: Desert - Kalphite Lair Crevice	F	60	10032>0
3210 3135 0			33233		4	Map of Alacrity: Desert - Kalphite Lair River Stepping Stone	F	60	10032>0
3293 2706 0			33233		4	Map of Alacrity: Desert - Necropolis Stepping Stone	F	60	10032>0
3371 2958 0			33233		4	Map of Alacrity: Desert - Pollnivneach Stepping Stone	F	60	10032>0
2775 10003 0			33233		4	Map of Alacrity: Fremennik - Slayer Dungeon Traps	F	60	10032>0
2729 10008 0			33233		4	Map of Alacrity: Fremennik - Slayer Dungeon Crevice	F	60	10032>0
2572 3862 0			33233		4	Map of Alacrity: Fremennik - Miscellania Stepping Stone	F	60	10032>0
2688 3697 0			33233		4	Map of Alacrity: Fremennik - Rellekka Broken Fence	F	60	10032>0
2546 3750 0			33233		4	Map of Alacrity: Fremennik - Waterbirth Island Rocks	F	60	10032>0
2604 10070 0			33233		4	Map of Alacrity: Fremennik - Waterbirth Island Dungeon Crevice	F	60	10032>0
2605 3335 0			33233		4	Map of Alacrity: Kandarin - Ardougne: Log balance	F	60	10032>0
2521 3595 0			33233		4	Map of Alacrity: Kandarin - Barbarian outpost: Basalt causeway	F	60	10032>0
2868 3429 0			33233		4	Map of Alacrity: Kandarin - Catherby: Rock grapple	F	60	10032>0
2840 3427 0			33233		4	Map of Alacrity: Kandarin - Catherby: Water obelisk grapple	F	60	10032>0
2545 2871 0			33233		4	Map of Alacrity: Kandarin - Corsair cove: Rocks	F	60	10032>0
2491 2898 0			33233		4	Map of Alacrity: Kandarin - Corsair cove: Resource area rocks	F	60	10032>0
1981 8993 1			33233		4	Map of Alacrity: Kandarin - Corsair cove: Cave pillar jump	F	60	10032>0
2485 3515 0			33233		4	Map of Alacrity: Kandarin - Gnome Stronghold: Rock climb	F	60	10032>0
2315 3505 0			33233		4	Map of Alacrity: Kandarin - Eagles peak: Rocks	F	60	10032>0
2604 3473 0			33233		4	Map of Alacrity: Kandarin - Coal trucks: Log balance	F	60	10032>0
2451 3154 0			33233		4	Map of Alacrity: Kandarin - Observatory: Grapple	F	60	10032>0
2721 3591 0			33233		4	Map of Alacrity: Kandarin - Sinclair mansion: Log balance	F	60	10032>0
2428 9806 0			33233		4	Map of Alacrity: Kandarin - Stronghold slayer cave: Tunnel	F	60	10032>0
2560 3107 0			33233		4	Map of Alacrity: Kandarin - Yanille: Wall climb	F	60	10032>0
2575 3114 0			33233		4	Map of Alacrity: Kandarin - Yanille: Wall tunnel	F	60	10032>0
2556 3075 0			33233		4	Map of Alacrity: Kandarin - Yanille Wall grapple	F	60	10032>0
2580 9521 0			33233		4	Map of Alacrity: Kandarin - Yanille dungeon: Ledge	F	60	10032>0
2579 9505 0			33233		4	Map of Alacrity: Kandarin - Yanille dungeon: Pipe	F	60	10032>0
2599 9495 0			33233		4	Map of Alacrity: Kandarin - Yanille dungeon: Monkeybars	F	60	10032>0
2618 9571 0			33233		4	Map of Alacrity: Kandarin - Yanille dungeon: Rubble	F	60	10032>0
2698 9491 0			33233		4	Map of Alacrity: Karamja - Brimhaven Dungeon Demon Pipe	F	60	10032>0
2685 9547 0			33233		4	Map of Alacrity: Karamja - Brimhaven Dungeon Red Dragon Stepping Stones	F	60	10032>0
2672 9582 0			33233		4	Map of Alacrity: Karamja - Brimhaven Dungeon Vine	F	60	10032>0
2831 3252 0			33233		4	Map of Alacrity: Karamja - Crandor Rock Climb	F	60	10032>0
2898 2943 0			33233		4	Map of Alacrity: Karamja - Kharazi Jungle Vine	F	60	10032>0
2873 3143 0			33233		4	Map of Alacrity: Karamja - Musa Point Grapple	F	60	10032>0
2864 2970 0			33233		4	Map of Alacrity: Karamja - Shilo Village Stepping Stone	F	60	10032>0
2870 3003 0			33233		4	Map of Alacrity: Karamja - Shilo Village Rocks	F	60	10032>0
1316 10214 0			33233		4	Map of Alacrity: Kourend - Karuulm Slayer Dungeon Hydra Pipe	F	60	10032>0
1324 3782 0			33233		4	Map of Alacrity: Kourend - Karuulm Climb	F	60	10032>0
1774 3888 0			33233		4	Map of Alacrity: Kourend - Dense Essence Mine Boulder Jump	F	60	10032>0
1770 3851 0			33233		4	Map of Alacrity: Kourend - Dense Essence Mine Rocks (East)	F	60	10032>0
1759 3873 0			33233		4	Map of Alacrity: Kourend - Dense Essence Mine Rocks (North)	F	60	10032>0
1742 3853 0			33233		4	Map of Alacrity: Kourend - Dense Essence Mine Rocks (West)	F	60	10032>0
1715 10057 0			33233		4	Map of Alacrity: Kourend - Catacombs Crack (North)	F	60	10032>0
1647 10008 0			33233		4	Map of Alacrity: Kourend - Catacombs Crack (South)	F	60	10032>0
1613 10071 0			33233		4	Map of Alacrity: Kourend - Catacombs Dragons Stepping Stones	F	60	10032>0
1309 10099 0			33233		4	Map of Alacrity: Kourend - Chasm of Fire Gap	F	60	10032>0
1307 10076 0			33233		4	Map of Alacrity: Kourend - Chasm of Fire Chain	F	60	10032>0
1612 3570 0			33233		4	Map of Alacrity: Kourend - Hosidius Lake Stepping Stones	F	60	10032>0
1720 3551 0			33233		4	Map of Alacrity: Kourend - Hosidius River Stepping Stone	F	60	10032>0
1819 9946 0			33233		4	Map of Alacrity: Kourend - Forthos Dungeon Trap	F	60	10032>0
1629 4023 0			33233		4	Map of Alacrity: Kourend - Wintertodt Gap	F	60	10032>0
3544 3282 0			33233		4	Map of Alacrity: Morytania - Barrows Wall	F	60	10032>0
3470 3219 0			33233		4	Map of Alacrity: Morytania - Burgh de Rott Fence	F	60	10032>0
3669 3375 0			33233		4	Map of Alacrity: Morytania - Darkmeyer Wall Climb	F	60	10032>0
3563 3380 0			33233		4	Map of Alacrity: Morytania - Darkmeyer Wall Rocks	F	60	10032>0
3504 3560 0			33233		4	Map of Alacrity: Morytania - Mausoleum Bridge Jump	F	60	10032>0
3623 9747 0			33233		4	Map of Alacrity: Morytania - Meyerditch Lab Cave	F	60	10032>0
3499 9738 0			33233		4	Map of Alacrity: Morytania - Meyerditch Lab Cave (Advanced)	F	60	10032>0
3418 3326 0			33233		4	Map of Alacrity: Morytania - Mort Myre Stepping Stone	F	60	10032>0
3710 2970 0			33233		4	Map of Alacrity: Morytania - Mos le'Harmless Stepping Stone	F	60	10032>0
3442 3532 0			33233		4	Map of Alacrity: Morytania - Slayer Tower Broken Window	F	60	10032>0
3421 3550 0			33233		4	Map of Alacrity: Morytania - Slayer Tower Chain (Medium)	F	60	10032>0
3447 3578 0			33233		4	Map of Alacrity: Morytania - Slayer Tower Chain (Hard)	F	60	10032>0
3417 3533 0			33233		4	Map of Alacrity: Morytania - Slayer Tower Ivy Climb	F	60	10032>0
2345 3300 0			33233		4	Map of Alacrity: Tirannwn - Arandar Rocks (North)	F	60	10032>0
2337 3288 0			33233		4	Map of Alacrity: Tirannwn - Arandar Rocks (Mid)	F	60	10032>0
2337 3253 0			33233		4	Map of Alacrity: Tirannwn - Arandar Rocks (South)	F	60	10032>0
3221 12441 0			33233		4	Map of Alacrity: Tirannwn - Iorwerth Dungeon Gap (North)	F	60	10032>0
3241 12420 0			33233		4	Map of Alacrity: Tirannwn - Iorwerth Dungeon Gap (South)	F	60	10032>0
2156 3073 0			33233		4	Map of Alacrity: Tirannwn - Zul-Andra Stepping Stone	F	60	10032>0
1343 2917 0			33233		4	Map of Alacrity: Varlamore - Aldarin: Rocks	F	60	10032>0
1367 3328 0			33233		4	Map of Alacrity: Varlamore - Nemus retreat (north)	F	60	10032>0
1370 3293 0			33233		4	Map of Alacrity: Varlamore - Nemus retreat (south)	F	60	10032>0
1391 3309 0			33233		4	Map of Alacrity: Varlamore - Nemus retreat (east)	F	60	10032>0
1452 3328 0			33233		4	Map of Alacrity: Varlamore - Auburn valley: Log balance (north)	F	60	10032>0
1402 3291 0			33233		4	Map of Alacrity: Varlamore - Auburn valley: Log balance (south)	F	60	10032>0
1477 3310 0			33233		4	Map of Alacrity: Varlamore - Darkfrost: Rocks	F	60	10032>0
1586 3263 0			33233		4	Map of Alacrity: Varlamore - Proudspire: Lower rocks	F	60	10032>0
1582 3247 0			33233		4	Map of Alacrity: Varlamore - Proudspire: Upper rocks	F	60	10032>0
1466 3127 0			33233		4	Map of Alacrity: Varlamore - Ralos rise: Rocks	F	60	10032>0
1283 3148 0			33233		4	Map of Alacrity: Varlamore - Tlati rainforest: Log balance	F	60	10032>0
1274 3003 0			33233		4	Map of Alacrity: Varlamore - Tlati rainforest: Rock climb	F	60	10032>0
2403 4406 0			33233		4	Map of Alacrity: Varlamore - Zanaris: Cosmic altar path	F	60	10032>0
3268 3625 0			33233		4	Map of Alacrity: Wilderness - Chaos Temple Stepping Stone	F	60	10032>0
3046 10325 0			33233		4	Map of Alacrity: Wilderness - Deep Wilderness Dungeon Crevice	F	60	10032>0
3200 3807 0			33233		4	Map of Alacrity: Wilderness - Lava Dragon Isle Stepping Stone	F	60	10032>0
3090 3883 0			33233		4	Map of Alacrity: Wilderness - Lava Maze Stepping Stone	F	60	10032>0
3180 10212 0			33233		4	Map of Alacrity: Wilderness - Revenant Cave Medium Pillar (North 1)	F	60	10032>0
3205 10195 0			33233		4	Map of Alacrity: Wilderness - Revenant Cave Medium Pillar (North 2)	F	60	10032>0
3203 10135 0			33233		4	Map of Alacrity: Wilderness - Revenant Cave Medium Pillar (South)	F	60	10032>0
3243 10145 0			33233		4	Map of Alacrity: Wilderness - Revenant Cave Hard Pillar	F	60	10032>0
3435 10103 0			33233		4	Map of Alacrity: Wilderness - Wilderness Slayer Cave Jellies	F	60	10032>0
3337 10132 0			33233		4	Map of Alacrity: Wilderness - Wilderness Slayer Cave Lesser Demons	F	60	10032>0
